date,year,month,day,cfs,Lps
5/13/08,2008,5,13,0.74,20.954432
5/14/08,2008,5,14,0.23,6.512864
5/15/08,2008,5,15,0.16,4.530688
5/16/08,2008,5,16,1.78,50.403904
5/17/08,2008,5,17,1.07,30.298976
5/18/08,2008,5,18,1.3,36.81184
5/19/08,2008,5,19,0.95,26.90096
5/20/08,2008,5,20,1.21,34.263328
5/21/08,2008,5,21,0.19,5.380192
5/22/08,2008,5,22,0.12,3.398016
5/23/08,2008,5,23,0.09,2.548512
5/24/08,2008,5,24,0.08,2.265344
5/25/08,2008,5,25,0.07,1.982176
5/26/08,2008,5,26,0.06,1.699008
5/27/08,2008,5,27,0.07,1.982176
5/28/08,2008,5,28,0.05,1.41584
5/29/08,2008,5,29,0.05,1.41584
5/30/08,2008,5,30,0.04,1.132672
5/31/08,2008,5,31,0.45,12.74256
6/1/08,2008,6,1,0.18,5.097024
6/2/08,2008,6,2,0.06,1.699008
6/3/08,2008,6,3,0.12,3.398016
6/4/08,2008,6,4,1.69,47.855392
6/5/08,2008,6,5,0.16,4.530688
6/6/08,2008,6,6,0.07,1.982176
6/7/08,2008,6,7,0.05,1.41584
6/8/08,2008,6,8,0.05,1.41584
6/9/08,2008,6,9,0.04,1.132672
6/10/08,2008,6,10,0.16,4.530688
6/11/08,2008,6,11,0.05,1.41584
6/12/08,2008,6,12,0.03,0.849504
6/13/08,2008,6,13,0.03,0.849504
6/14/08,2008,6,14,0.03,0.849504
6/15/08,2008,6,15,0.04,1.132672
6/16/08,2008,6,16,0.26,7.362368
6/17/08,2008,6,17,0.07,1.982176
6/18/08,2008,6,18,0.02,0.566336
6/19/08,2008,6,19,0.01,0.283168
6/20/08,2008,6,20,0.01,0.283168
6/21/08,2008,6,21,0.01,0.283168
6/22/08,2008,6,22,0.01,0.283168
6/23/08,2008,6,23,0.03,0.849504
6/24/08,2008,6,24,0.02,0.566336
6/25/08,2008,6,25,0.01,0.283168
6/26/08,2008,6,26,0.01,0.283168
6/27/08,2008,6,27,0.04,1.132672
6/28/08,2008,6,28,0.05,1.41584
6/29/08,2008,6,29,0.01,0.283168
6/30/08,2008,6,30,0.01,0.283168
7/1/08,2008,7,1,0.01,0.283168
7/2/08,2008,7,2,0.01,0.283168
7/3/08,2008,7,3,0,0
7/4/08,2008,7,4,0.03,0.849504
7/5/08,2008,7,5,0.01,0.283168
7/6/08,2008,7,6,0.02,0.566336
7/7/08,2008,7,7,0.01,0.283168
7/8/08,2008,7,8,0.01,0.283168
7/9/08,2008,7,9,0.35,9.91088
7/10/08,2008,7,10,0.01,0.283168
7/11/08,2008,7,11,0.01,0.283168
7/12/08,2008,7,12,0.01,0.283168
7/13/08,2008,7,13,0.39,11.043552
7/14/08,2008,7,14,0.31,8.778208
7/15/08,2008,7,15,0.01,0.283168
7/16/08,2008,7,16,0.01,0.283168
7/17/08,2008,7,17,0.01,0.283168
7/18/08,2008,7,18,0,0
7/19/08,2008,7,19,0,0
7/20/08,2008,7,20,0,0
7/21/08,2008,7,21,0,0
7/22/08,2008,7,22,0,0
7/23/08,2008,7,23,0.35,9.91088
7/24/08,2008,7,24,0.14,3.964352
7/25/08,2008,7,25,0.01,0.283168
7/26/08,2008,7,26,0.01,0.283168
7/27/08,2008,7,27,0,0
7/28/08,2008,7,28,0,0
7/29/08,2008,7,29,0,0
7/30/08,2008,7,30,0,0
7/31/08,2008,7,31,0,0
8/1/08,2008,8,1,0,0
8/2/08,2008,8,2,0,0
8/3/08,2008,8,3,0,0
8/4/08,2008,8,4,0,0
8/5/08,2008,8,5,0.01,0.283168
8/6/08,2008,8,6,0,0
8/7/08,2008,8,7,0,0
8/8/08,2008,8,8,0,0
8/9/08,2008,8,9,0,0
8/10/08,2008,8,10,0,0
8/11/08,2008,8,11,0,0
8/12/08,2008,8,12,0,0
8/13/08,2008,8,13,0,0
8/14/08,2008,8,14,0.03,0.849504
8/15/08,2008,8,15,0,0
8/16/08,2008,8,16,0,0
8/17/08,2008,8,17,0,0
8/18/08,2008,8,18,0,0
8/19/08,2008,8,19,0,0
8/20/08,2008,8,20,0,0
8/21/08,2008,8,21,0,0
8/22/08,2008,8,22,0,0
8/23/08,2008,8,23,0,0
8/24/08,2008,8,24,0,0
8/25/08,2008,8,25,0,0
8/26/08,2008,8,26,0,0
8/27/08,2008,8,27,0,0
8/28/08,2008,8,28,0,0
8/29/08,2008,8,29,0.39,11.043552
8/30/08,2008,8,30,0.03,0.849504
8/31/08,2008,8,31,0,0
9/1/08,2008,9,1,0,0
9/2/08,2008,9,2,0,0
9/3/08,2008,9,3,0,0
9/4/08,2008,9,4,0,0
9/5/08,2008,9,5,0,0
9/6/08,2008,9,6,1.33,37.661344
9/7/08,2008,9,7,0.02,0.566336
9/8/08,2008,9,8,0,0
9/9/08,2008,9,9,0.07,1.982176
9/10/08,2008,9,10,0.01,0.283168
9/11/08,2008,9,11,0,0
9/12/08,2008,9,12,0.59,16.706912
9/13/08,2008,9,13,0.24,6.796032
9/14/08,2008,9,14,0.01,0.283168
9/15/08,2008,9,15,0,0
9/16/08,2008,9,16,0,0
9/17/08,2008,9,17,0,0
9/18/08,2008,9,18,0,0
9/19/08,2008,9,19,0,0
9/20/08,2008,9,20,0,0
9/21/08,2008,9,21,0,0
9/22/08,2008,9,22,0,0
9/23/08,2008,9,23,0,0
9/24/08,2008,9,24,0,0
9/25/08,2008,9,25,0.12,3.398016
9/26/08,2008,9,26,0.18,5.097024
9/27/08,2008,9,27,5.09,144.132512
9/28/08,2008,9,28,0.46,13.025728
9/29/08,2008,9,29,0.06,1.699008
9/30/08,2008,9,30,1.24,35.112832
10/1/08,2008,10,1,0.22,6.229696
10/2/08,2008,10,2,0.06,1.699008
10/3/08,2008,10,3,0.05,1.41584
10/4/08,2008,10,4,0.04,1.132672
10/5/08,2008,10,5,0.04,1.132672
10/6/08,2008,10,6,0.03,0.849504
10/7/08,2008,10,7,0.03,0.849504
10/8/08,2008,10,8,0.03,0.849504
10/9/08,2008,10,9,0.03,0.849504
10/10/08,2008,10,10,0.03,0.849504
10/11/08,2008,10,11,0.03,0.849504
10/12/08,2008,10,12,0.02,0.566336
10/13/08,2008,10,13,0.02,0.566336
10/14/08,2008,10,14,0.02,0.566336
10/15/08,2008,10,15,0.02,0.566336
10/16/08,2008,10,16,0.02,0.566336
10/17/08,2008,10,17,0.02,0.566336
10/18/08,2008,10,18,0.02,0.566336
10/19/08,2008,10,19,0.02,0.566336
10/20/08,2008,10,20,0.02,0.566336
10/21/08,2008,10,21,0.02,0.566336
10/22/08,2008,10,22,0.02,0.566336
10/23/08,2008,10,23,0.02,0.566336
10/24/08,2008,10,24,0.02,0.566336
10/25/08,2008,10,25,1.68,47.572224
10/26/08,2008,10,26,0.14,3.964352
10/27/08,2008,10,27,0.03,0.849504
10/28/08,2008,10,28,0.2,5.66336
10/29/08,2008,10,29,0.03,0.849504
10/30/08,2008,10,30,0.02,0.566336
10/31/08,2008,10,31,0.02,0.566336
11/1/08,2008,11,1,0.02,0.566336
11/2/08,2008,11,2,0.02,0.566336
11/3/08,2008,11,3,0.02,0.566336
11/4/08,2008,11,4,0.02,0.566336
11/5/08,2008,11,5,0.02,0.566336
11/6/08,2008,11,6,0.02,0.566336
11/7/08,2008,11,7,0.01,0.283168
11/8/08,2008,11,8,0.01,0.283168
11/9/08,2008,11,9,0.05,1.41584
11/10/08,2008,11,10,0.12,3.398016
11/11/08,2008,11,11,0.02,0.566336
11/12/08,2008,11,12,0.02,0.566336
11/13/08,2008,11,13,0.48,13.592064
11/14/08,2008,11,14,0.05,1.41584
11/15/08,2008,11,15,0.9,25.48512
11/16/08,2008,11,16,0.09,2.548512
11/17/08,2008,11,17,0.06,1.699008
11/18/08,2008,11,18,0.04,1.132672
11/19/08,2008,11,19,0.03,0.849504
11/20/08,2008,11,20,0.02,0.566336
11/21/08,2008,11,21,0.02,0.566336
11/22/08,2008,11,22,0.02,0.566336
11/23/08,2008,11,23,0.02,0.566336
11/24/08,2008,11,24,0.08,2.265344
11/25/08,2008,11,25,0.08,2.265344
11/26/08,2008,11,26,0.03,0.849504
11/27/08,2008,11,27,0.03,0.849504
11/28/08,2008,11,28,0.02,0.566336
11/29/08,2008,11,29,0.02,0.566336
11/30/08,2008,11,30,0.79,22.370272
12/1/08,2008,12,1,1.33,37.661344
12/2/08,2008,12,2,0.11,3.114848
12/3/08,2008,12,3,0.07,1.982176
12/4/08,2008,12,4,0.06,1.699008
12/5/08,2008,12,5,0.05,1.41584
12/6/08,2008,12,6,0.04,1.132672
12/7/08,2008,12,7,0.04,1.132672
12/8/08,2008,12,8,0.04,1.132672
12/9/08,2008,12,9,0.04,1.132672
12/10/08,2008,12,10,0.4,11.32672
12/11/08,2008,12,11,5.26,148.946368
12/12/08,2008,12,12,1.69,47.855392
12/13/08,2008,12,13,0.16,4.530688
12/14/08,2008,12,14,0.1,2.83168
12/15/08,2008,12,15,0.08,2.265344
12/16/08,2008,12,16,0.43,12.176224
12/17/08,2008,12,17,1.17,33.130656
12/18/08,2008,12,18,0.17,4.813856
12/19/08,2008,12,19,1.73,48.988064
12/20/08,2008,12,20,0.32,9.061376
12/21/08,2008,12,21,0.17,4.813856
12/22/08,2008,12,22,0.09,2.548512
12/23/08,2008,12,23,0.07,1.982176
12/24/08,2008,12,24,0.08,2.265344
12/25/08,2008,12,25,0.1,2.83168
12/26/08,2008,12,26,0.1,2.83168
12/27/08,2008,12,27,0.11,3.114848
12/28/08,2008,12,28,0.09,2.548512
12/29/08,2008,12,29,0.08,2.265344
12/30/08,2008,12,30,0.07,1.982176
12/31/08,2008,12,31,0.07,1.982176
1/1/09,2009,1,1,0.07,1.982176
1/2/09,2009,1,2,0.07,1.982176
1/3/09,2009,1,3,0.07,1.982176
1/4/09,2009,1,4,0.09,2.548512
1/5/09,2009,1,5,0.08,2.265344
1/6/09,2009,1,6,0.18,5.097024
1/7/09,2009,1,7,2.89,81.835552
1/8/09,2009,1,8,0.37,10.477216
1/9/09,2009,1,9,0.12,3.398016
1/10/09,2009,1,10,0.13,3.681184
1/11/09,2009,1,11,0.13,3.681184
1/12/09,2009,1,12,0.09,2.548512
1/13/09,2009,1,13,0.07,1.982176
1/14/09,2009,1,14,0.07,1.982176
1/15/09,2009,1,15,0.06,1.699008
1/16/09,2009,1,16,0.04,1.132672
1/17/09,2009,1,17,0.03,0.849504
1/18/09,2009,1,18,0.03,0.849504
1/19/09,2009,1,19,0.03,0.849504
1/20/09,2009,1,20,0.03,0.849504
1/21/09,2009,1,21,0.03,0.849504
1/22/09,2009,1,22,0.03,0.849504
1/23/09,2009,1,23,0.03,0.849504
1/24/09,2009,1,24,0.03,0.849504
1/25/09,2009,1,25,0.03,0.849504
1/26/09,2009,1,26,0.03,0.849504
1/27/09,2009,1,27,0.03,0.849504
1/28/09,2009,1,28,0.17,4.813856
1/29/09,2009,1,29,0.1,2.83168
1/30/09,2009,1,30,0.07,1.982176
1/31/09,2009,1,31,0.06,1.699008
2/1/09,2009,2,1,0.15,4.24752
2/2/09,2009,2,2,0.2,5.66336
2/3/09,2009,2,3,0.09,2.548512
2/4/09,2009,2,4,0.07,1.982176
2/5/09,2009,2,5,0.05,1.41584
2/6/09,2009,2,6,0.04,1.132672
2/7/09,2009,2,7,0.05,1.41584
2/8/09,2009,2,8,0.12,3.398016
2/9/09,2009,2,9,0.07,1.982176
2/10/09,2009,2,10,0.07,1.982176
2/11/09,2009,2,11,0.11,3.114848
2/12/09,2009,2,12,0.16,4.530688
2/13/09,2009,2,13,0.11,3.114848
2/14/09,2009,2,14,0.09,2.548512
2/15/09,2009,2,15,0.08,2.265344
2/16/09,2009,2,16,0.08,2.265344
2/17/09,2009,2,17,0.08,2.265344
2/18/09,2009,2,18,0.11,3.114848
2/19/09,2009,2,19,0.08,2.265344
2/20/09,2009,2,20,0.05,1.41584
2/21/09,2009,2,21,0.04,1.132672
2/22/09,2009,2,22,0.04,1.132672
2/23/09,2009,2,23,0.04,1.132672
2/24/09,2009,2,24,0.03,0.849504
2/25/09,2009,2,25,0.02,0.566336
2/26/09,2009,2,26,0.02,0.566336
2/27/09,2009,2,27,0.06,1.699008
2/28/09,2009,2,28,0.06,1.699008
3/1/09,2009,3,1,0.06,1.699008
3/2/09,2009,3,2,0.07,1.982176
3/3/09,2009,3,3,0.05,1.41584
3/4/09,2009,3,4,0.04,1.132672
3/5/09,2009,3,5,0.07,1.982176
3/6/09,2009,3,6,0.09,2.548512
3/7/09,2009,3,7,0.08,2.265344
3/8/09,2009,3,8,0.07,1.982176
3/9/09,2009,3,9,0.07,1.982176
3/10/09,2009,3,10,0.06,1.699008
3/11/09,2009,3,11,0.05,1.41584
3/12/09,2009,3,12,0.05,1.41584
3/13/09,2009,3,13,0.04,1.132672
3/14/09,2009,3,14,0.03,0.849504
3/15/09,2009,3,15,0.03,0.849504
3/16/09,2009,3,16,0.04,1.132672
3/17/09,2009,3,17,0.07,1.982176
3/18/09,2009,3,18,0.05,1.41584
3/19/09,2009,3,19,0.07,1.982176
3/20/09,2009,3,20,0.05,1.41584
3/21/09,2009,3,21,0.04,1.132672
3/22/09,2009,3,22,0.04,1.132672
3/23/09,2009,3,23,0.03,0.849504
3/24/09,2009,3,24,0.03,0.849504
3/25/09,2009,3,25,0.03,0.849504
3/26/09,2009,3,26,0.27,7.645536
3/27/09,2009,3,27,0.13,3.681184
3/28/09,2009,3,28,0.81,22.936608
3/29/09,2009,3,29,0.61,17.273248
3/30/09,2009,3,30,0.13,3.681184
3/31/09,2009,3,31,0.09,2.548512
4/1/09,2009,4,1,0.08,2.265344
4/2/09,2009,4,2,0.07,1.982176
4/3/09,2009,4,3,2.31,65.411808
4/4/09,2009,4,4,0.21,5.946528
4/5/09,2009,4,5,0.12,3.398016
4/6/09,2009,4,6,0.12,3.398016
4/7/09,2009,4,7,0.11,3.114848
4/8/09,2009,4,8,0.09,2.548512
4/9/09,2009,4,9,0.07,1.982176
4/10/09,2009,4,10,0.06,1.699008
4/11/09,2009,4,11,1.34,37.944512
4/12/09,2009,4,12,0.16,4.530688
4/13/09,2009,4,13,0.12,3.398016
4/14/09,2009,4,14,0.6,16.99008
4/15/09,2009,4,15,3.47,98.259296
4/16/09,2009,4,16,0.6,16.99008
4/17/09,2009,4,17,0.29,8.211872
4/18/09,2009,4,18,0.23,6.512864
4/19/09,2009,4,19,0.19,5.380192
4/20/09,2009,4,20,2.17,61.447456
4/21/09,2009,4,21,1.02,28.883136
4/22/09,2009,4,22,0.39,11.043552
4/23/09,2009,4,23,0.23,6.512864
4/24/09,2009,4,24,0.19,5.380192
4/25/09,2009,4,25,0.17,4.813856
4/26/09,2009,4,26,0.16,4.530688
4/27/09,2009,4,27,0.14,3.964352
4/28/09,2009,4,28,0.12,3.398016
4/29/09,2009,4,29,0.12,3.398016
4/30/09,2009,4,30,0.12,3.398016
5/1/09,2009,5,1,0.16,4.530688
5/2/09,2009,5,2,0.13,3.681184
5/3/09,2009,5,3,0.69,19.538592
5/4/09,2009,5,4,2.89,81.835552
5/5/09,2009,5,5,1.03,29.166304
5/6/09,2009,5,6,1.11,31.431648
5/7/09,2009,5,7,1.86,52.669248
5/8/09,2009,5,8,0.34,9.627712
5/9/09,2009,5,9,0.24,6.796032
5/10/09,2009,5,10,0.18,5.097024
5/11/09,2009,5,11,0.17,4.813856
5/12/09,2009,5,12,0.16,4.530688
5/13/09,2009,5,13,0.14,3.964352
5/14/09,2009,5,14,0.37,10.477216
5/15/09,2009,5,15,0.21,5.946528
5/16/09,2009,5,16,0.26,7.362368
5/17/09,2009,5,17,0.21,5.946528
5/18/09,2009,5,18,0.15,4.24752
5/19/09,2009,5,19,0.13,3.681184
5/20/09,2009,5,20,0.11,3.114848
5/21/09,2009,5,21,0.1,2.83168
5/22/09,2009,5,22,0.09,2.548512
5/23/09,2009,5,23,0.09,2.548512
5/24/09,2009,5,24,0.08,2.265344
5/25/09,2009,5,25,0.07,1.982176
5/26/09,2009,5,26,0.42,11.893056
5/27/09,2009,5,27,0.13,3.681184
5/28/09,2009,5,28,0.22,6.229696
5/29/09,2009,5,29,0.74,20.954432
5/30/09,2009,5,30,0.17,4.813856
5/31/09,2009,5,31,0.12,3.398016
6/1/09,2009,6,1,0.09,2.548512
6/2/09,2009,6,2,0.09,2.548512
6/3/09,2009,6,3,0.39,11.043552
6/4/09,2009,6,4,0.68,19.255424
6/5/09,2009,6,5,2.18,61.730624
6/6/09,2009,6,6,0.36,10.194048
6/7/09,2009,6,7,0.17,4.813856
6/8/09,2009,6,8,0.15,4.24752
6/9/09,2009,6,9,0.31,8.778208
6/10/09,2009,6,10,1.41,39.926688
6/11/09,2009,6,11,0.76,21.520768
6/12/09,2009,6,12,0.2,5.66336
6/13/09,2009,6,13,0.14,3.964352
6/14/09,2009,6,14,0.11,3.114848
6/15/09,2009,6,15,0.08,2.265344
6/16/09,2009,6,16,0.09,2.548512
6/17/09,2009,6,17,0.11,3.114848
6/18/09,2009,6,18,0.73,20.671264
6/19/09,2009,6,19,0.11,3.114848
6/20/09,2009,6,20,0.93,26.334624
6/21/09,2009,6,21,0.12,3.398016
6/22/09,2009,6,22,0.08,2.265344
6/23/09,2009,6,23,0.07,1.982176
6/24/09,2009,6,24,0.06,1.699008
6/25/09,2009,6,25,0.05,1.41584
6/26/09,2009,6,26,0.04,1.132672
6/27/09,2009,6,27,0.04,1.132672
6/28/09,2009,6,28,0.03,0.849504
6/29/09,2009,6,29,0.03,0.849504
6/30/09,2009,6,30,0.08,2.265344
7/1/09,2009,7,1,0.04,1.132672
7/2/09,2009,7,2,0.04,1.132672
7/3/09,2009,7,3,0.02,0.566336
7/4/09,2009,7,4,0.03,0.849504
7/5/09,2009,7,5,0.03,0.849504
7/6/09,2009,7,6,0.02,0.566336
7/7/09,2009,7,7,0.03,0.849504
7/8/09,2009,7,8,0.02,0.566336
7/9/09,2009,7,9,0.02,0.566336
7/10/09,2009,7,10,0.02,0.566336
7/11/09,2009,7,11,0.02,0.566336
7/12/09,2009,7,12,0.02,0.566336
7/13/09,2009,7,13,0.02,0.566336
7/14/09,2009,7,14,0.01,0.283168
7/15/09,2009,7,15,0.01,0.283168
7/16/09,2009,7,16,0.01,0.283168
7/17/09,2009,7,17,0.01,0.283168
7/18/09,2009,7,18,0.01,0.283168
7/19/09,2009,7,19,0.01,0.283168
7/20/09,2009,7,20,0.01,0.283168
7/21/09,2009,7,21,1.06,30.015808
7/22/09,2009,7,22,0.17,4.813856
7/23/09,2009,7,23,0.48,13.592064
7/24/09,2009,7,24,0.33,9.344544
7/25/09,2009,7,25,0.12,3.398016
7/26/09,2009,7,26,0.52,14.724736
7/27/09,2009,7,27,0.08,2.265344
7/28/09,2009,7,28,0.03,0.849504
7/29/09,2009,7,29,0.03,0.849504
7/30/09,2009,7,30,0.03,0.849504
7/31/09,2009,7,31,2.26,63.995968
8/1/09,2009,8,1,0.16,4.530688
8/2/09,2009,8,2,0.1,2.83168
8/3/09,2009,8,3,0.04,1.132672
8/4/09,2009,8,4,0.05,1.41584
8/5/09,2009,8,5,0.03,0.849504
8/6/09,2009,8,6,0.03,0.849504
8/7/09,2009,8,7,0.02,0.566336
8/8/09,2009,8,8,0.02,0.566336
8/9/09,2009,8,9,0.02,0.566336
8/10/09,2009,8,10,0.01,0.283168
8/11/09,2009,8,11,0.01,0.283168
8/12/09,2009,8,12,0.01,0.283168
8/13/09,2009,8,13,0.01,0.283168
8/14/09,2009,8,14,0.01,0.283168
8/15/09,2009,8,15,0.01,0.283168
8/16/09,2009,8,16,0.01,0.283168
8/17/09,2009,8,17,0.01,0.283168
8/18/09,2009,8,18,0.45,12.74256
8/19/09,2009,8,19,0.03,0.849504
8/20/09,2009,8,20,0.19,5.380192
8/21/09,2009,8,21,1.72,48.704896
8/22/09,2009,8,22,1.98,56.067264
8/23/09,2009,8,23,0.12,3.398016
8/24/09,2009,8,24,0.05,1.41584
8/25/09,2009,8,25,0.03,0.849504
8/26/09,2009,8,26,0.03,0.849504
8/27/09,2009,8,27,4.29,121.479072
8/28/09,2009,8,28,12.9,365.28672
8/29/09,2009,8,29,0.27,7.645536
8/30/09,2009,8,30,0.12,3.398016
8/31/09,2009,8,31,0.08,2.265344
9/1/09,2009,9,1,0.09,2.548512
9/2/09,2009,9,2,0.06,1.699008
9/3/09,2009,9,3,0.05,1.41584
9/4/09,2009,9,4,0.05,1.41584
9/5/09,2009,9,5,0.04,1.132672
9/6/09,2009,9,6,0.03,0.849504
9/7/09,2009,9,7,0.06,1.699008
9/8/09,2009,9,8,0.04,1.132672
9/9/09,2009,9,9,0.04,1.132672
9/10/09,2009,9,10,0.04,1.132672
9/11/09,2009,9,11,5.76,163.104768
9/12/09,2009,9,12,0.8,22.65344
9/13/09,2009,9,13,0.19,5.380192
9/14/09,2009,9,14,0.12,3.398016
9/15/09,2009,9,15,0.12,3.398016
9/16/09,2009,9,16,0.17,4.813856
9/17/09,2009,9,17,0.28,7.928704
9/18/09,2009,9,18,0.11,3.114848
9/19/09,2009,9,19,0.09,2.548512
9/20/09,2009,9,20,0.08,2.265344
9/21/09,2009,9,21,0.07,1.982176
9/22/09,2009,9,22,0.07,1.982176
9/23/09,2009,9,23,0.1,2.83168
9/24/09,2009,9,24,0.09,2.548512
9/25/09,2009,9,25,0.12,3.398016
9/26/09,2009,9,26,0.47,13.308896
9/27/09,2009,9,27,1.28,36.245504
9/28/09,2009,9,28,0.14,3.964352
9/29/09,2009,9,29,0.1,2.83168
9/30/09,2009,9,30,0.08,2.265344
10/1/09,2009,10,1,0.07,1.982176
10/2/09,2009,10,2,0.06,1.699008
10/3/09,2009,10,3,0.06,1.699008
10/4/09,2009,10,4,0.06,1.699008
10/5/09,2009,10,5,0.06,1.699008
10/6/09,2009,10,6,0.07,1.982176
10/7/09,2009,10,7,0.05,1.41584
10/8/09,2009,10,8,0.05,1.41584
10/9/09,2009,10,9,0.06,1.699008
10/10/09,2009,10,10,0.08,2.265344
10/11/09,2009,10,11,0.06,1.699008
10/12/09,2009,10,12,0.06,1.699008
10/13/09,2009,10,13,0.06,1.699008
10/14/09,2009,10,14,0.05,1.41584
10/15/09,2009,10,15,0.87,24.635616
10/16/09,2009,10,16,0.68,19.255424
10/17/09,2009,10,17,3.21,90.896928
10/18/09,2009,10,18,3.16,89.481088
10/19/09,2009,10,19,0.31,8.778208
10/20/09,2009,10,20,0.19,5.380192
10/21/09,2009,10,21,0.18,5.097024
10/22/09,2009,10,22,0.16,4.530688
10/23/09,2009,10,23,0.16,4.530688
10/24/09,2009,10,24,3.34,94.578112
10/25/09,2009,10,25,0.51,14.441568
10/26/09,2009,10,26,0.21,5.946528
10/27/09,2009,10,27,2.05,58.04944
10/28/09,2009,10,28,4.56,129.124608
10/29/09,2009,10,29,0.41,11.609888
10/30/09,2009,10,30,0.27,7.645536
10/31/09,2009,10,31,0.26,7.362368
11/1/09,2009,11,1,1.01,28.599968
11/2/09,2009,11,2,0.28,7.928704
11/3/09,2009,11,3,0.22,6.229696
11/4/09,2009,11,4,0.18,5.097024
11/5/09,2009,11,5,0.17,4.813856
11/6/09,2009,11,6,0.16,4.530688
11/7/09,2009,11,7,0.14,3.964352
11/8/09,2009,11,8,0.14,3.964352
11/9/09,2009,11,9,0.13,3.681184
11/10/09,2009,11,10,0.12,3.398016
11/11/09,2009,11,11,0.58,16.423744
11/12/09,2009,11,12,1.01,28.599968
11/13/09,2009,11,13,0.88,24.918784
11/14/09,2009,11,14,0.42,11.893056
11/15/09,2009,11,15,0.25,7.0792
11/16/09,2009,11,16,0.19,5.380192
11/17/09,2009,11,17,0.17,4.813856
11/18/09,2009,11,18,0.15,4.24752
11/19/09,2009,11,19,0.33,9.344544
11/20/09,2009,11,20,1.37,38.794016
11/21/09,2009,11,21,0.24,6.796032
11/22/09,2009,11,22,0.19,5.380192
11/23/09,2009,11,23,0.34,9.627712
11/24/09,2009,11,24,2.64,74.756352
11/25/09,2009,11,25,0.84,23.786112
11/26/09,2009,11,26,0.4,11.32672
11/27/09,2009,11,27,0.32,9.061376
11/28/09,2009,11,28,0.23,6.512864
11/29/09,2009,11,29,0.2,5.66336
11/30/09,2009,11,30,0.33,9.344544
12/1/09,2009,12,1,0.24,6.796032
12/2/09,2009,12,2,1.21,34.263328
12/3/09,2009,12,3,2.86,80.986048
12/4/09,2009,12,4,0.38,10.760384
12/5/09,2009,12,5,0.66,18.689088
12/6/09,2009,12,6,0.56,15.857408
12/7/09,2009,12,7,0.38,10.760384
12/8/09,2009,12,8,0.38,10.760384
12/9/09,2009,12,9,8.36,236.728448
12/10/09,2009,12,10,0.61,17.273248
12/11/09,2009,12,11,0.28,7.928704
12/12/09,2009,12,12,0.24,6.796032
12/13/09,2009,12,13,1.63,46.156384
12/14/09,2009,12,14,0.53,15.007904
12/15/09,2009,12,15,0.37,10.477216
12/16/09,2009,12,16,0.27,7.645536
12/17/09,2009,12,17,0.22,6.229696
12/18/09,2009,12,18,0.2,5.66336
12/19/09,2009,12,19,0.22,6.229696
12/20/09,2009,12,20,0.24,6.796032
12/21/09,2009,12,21,0.25,7.0792
12/22/09,2009,12,22,0.26,7.362368
12/23/09,2009,12,23,0.24,6.796032
12/24/09,2009,12,24,0.21,5.946528
12/25/09,2009,12,25,1.11,31.431648
12/26/09,2009,12,26,6.95,196.80176
12/27/09,2009,12,27,0.89,25.201952
12/28/09,2009,12,28,0.41,11.609888
12/29/09,2009,12,29,0.25,7.0792
12/30/09,2009,12,30,0.19,5.380192
12/31/09,2009,12,31,0.28,7.928704
1/1/10,2010,1,1,0.62,17.556416
1/2/10,2010,1,2,0.26,7.362368
1/3/10,2010,1,3,0.16,4.530688
1/4/10,2010,1,4,0.14,3.964352
1/5/10,2010,1,5,0.14,3.964352
1/6/10,2010,1,6,0.14,3.964352
1/7/10,2010,1,7,0.13,3.681184
1/8/10,2010,1,8,0.14,3.964352
1/9/10,2010,1,9,0.13,3.681184
1/10/10,2010,1,10,0.13,3.681184
1/11/10,2010,1,11,0.11,3.114848
1/12/10,2010,1,12,0.11,3.114848
1/13/10,2010,1,13,0.1,2.83168
1/14/10,2010,1,14,0.1,2.83168
1/15/10,2010,1,15,0.12,3.398016
1/16/10,2010,1,16,0.13,3.681184
1/17/10,2010,1,17,2.07,58.615776
1/18/10,2010,1,18,0.77,21.803936
1/19/10,2010,1,19,0.36,10.194048
1/20/10,2010,1,20,0.28,7.928704
1/21/10,2010,1,21,0.2,5.66336
1/22/10,2010,1,22,0.2,5.66336
1/23/10,2010,1,23,0.17,4.813856
1/24/10,2010,1,24,0.6,16.99008
1/25/10,2010,1,25,4.11,116.382048
1/26/10,2010,1,26,0.57,16.140576
1/27/10,2010,1,27,0.25,7.0792
1/28/10,2010,1,28,0.21,5.946528
1/29/10,2010,1,29,0.19,5.380192
1/30/10,2010,1,30,0.16,4.530688
1/31/10,2010,1,31,0.16,4.530688
2/1/10,2010,2,1,0.16,4.530688
2/2/10,2010,2,2,0.16,4.530688
2/3/10,2010,2,3,0.18,5.097024
2/4/10,2010,2,4,0.16,4.530688
2/5/10,2010,2,5,0.18,5.097024
2/6/10,2010,2,6,0.19,5.380192
2/7/10,2010,2,7,0.16,4.530688
2/8/10,2010,2,8,0.17,4.813856
2/9/10,2010,2,9,0.15,4.24752
2/10/10,2010,2,10,0.16,4.530688
2/11/10,2010,2,11,0.16,4.530688
2/12/10,2010,2,12,0.18,5.097024
2/13/10,2010,2,13,0.18,5.097024
2/14/10,2010,2,14,0.18,5.097024
2/15/10,2010,2,15,0.16,4.530688
2/16/10,2010,2,16,0.16,4.530688
2/17/10,2010,2,17,0.16,4.530688
2/18/10,2010,2,18,0.21,5.946528
2/19/10,2010,2,19,0.29,8.211872
